Word	Simplified	Traditional	Frequency	Pinyin	Definition
夫	夫	夫	0	fū	1. husband; 2. man; 3. manual worker; 4. conscripted laborer (old)
夫	夫	夫	0	fú	1. (classical) this, that; 2. he, she, they; 3. (exclamatory final particle); 4. (initial particle, introduces an opinion)
奉	奉	奉	0	fèng	1. to offer (tribute); 2. to present respectfully (to superior, ancestor, deity etc); 3. to esteem; 4. to revere; 5. to believe in (a religion); 6. to wait upon; 7. to accept orders (from superior)
奮	奋	奮	0	fèn	1. to exert oneself (bound form)
奏	奏	奏	0	zòu	1. to play music; 2. to achieve; 3. to present a memorial to the emperor (old)
妄	妄	妄	0	wàng	1. absurd; 2. fantastic; 3. presumptuous; 4. rash
婦	妇	婦	0	fù	1. woman; 2. old variant of 婦|妇[fu4]
妒	妒	妒	0	dù	1. to envy (success, talent); 2. jealous; 3. variant of 妒[du4]
妙	妙	妙	0	miào	1. clever; 2. wonderful; 3. variant of 妙[miao4]
妨	妨	妨	0	fáng	1. to hinder; 2. (in the negative or interrogative) (no) harm; 3. (what) harm
妲	妲	妲	0	dá	1. female personal name (archaic)
妹	妹	妹	0	mèi	1. younger sister
妻	妻	妻	0	qī	1. (bound form) wife
妻	妻	妻	0	qì	1. to marry off (a daughter)
姆	姆	姆	0	m	1. used in 姆媽|姆妈[m1 ma1]
姆	姆	姆	0	mǔ	1. (old) female tutor; 2. used in 保姆[bao3 mu3]
姐	姐	姐	0	jiě	1. older sister
姑	姑	姑	0	gū	1. paternal aunt; 2. husband's sister; 3. husband's mother (old); 4. nun; 5. for the time being (literary)
委	委	委	0	wěi	1. surname Wei
委	委	委	0	wēi	1. used in 委蛇[wei1 yi2]
委	委	委	0	wěi	1. to entrust; 2. to cast aside; 3. to shift (blame etc); 4. to accumulate; 5. roundabout; 6. winding; 7. dejected; 8. listless; 9. committee member; 10. council; 11. end; 12. actually
姿	姿	姿	0	zī	1. beauty; 2. disposition; 3. looks; 4. appearance
威	威	威	0	wēi	1. power; 2. might; 3. prestige
娘	娘	娘	0	niáng	1. mother; 2. young lady; 3. (coll.) effeminate; 4. variant of 娘[niang2]
婚	婚	婚	0	hūn	1. (bound form) marriage; wedding; 2. (bound form) to marry
婦	妇	婦	0	fù	1. woman
媳	媳	媳	0	xí	1. daughter-in-law
嫉	嫉	嫉	0	jí	1. jealousy; 2. to be jealous of
嫩	嫩	嫩	0	nèn	1. young and tender; 2. (of food) tender; lightly cooked; 3. (of color) light; 4. (of a person) inexperienced; unskilled; 5. old variant of 嫩[nen4]
孔	孔	孔	0	kǒng	1. surname Kong
孔	孔	孔	0	kǒng	1. hole; 2. classifier for cave dwellings
孜	孜	孜	0	zī	1. used in 孜孜[zi1 zi1]
孝	孝	孝	0	xiào	1. filial piety or obedience; 2. mourning apparel
孟	孟	孟	0	mèng	1. surname Meng
孟	孟	孟	0	mèng	1. first month of a season; 2. eldest amongst brothers
孤	孤	孤	0	gū	1. lone; 2. lonely
孩	孩	孩	0	hái	1. (bound form) child
孺	孺	孺	0	rú	1. surname Ru
孺	孺	孺	0	rú	1. child
宁	㝉	宁	0	zhù	1. to store; 2. to stand; 3. space between the door and the entrance screen
寕	宁	寕	0	nìng	1. old variant of 寧|宁[ning4]; 2. would rather; 3. to prefer; 4. how (emphatic); 5. Taiwan pr. [ning2]
寧	宁	寧	0	níng	1. abbr. for Ningxia Hui Autonomous Region 寧夏回族自治區|宁夏回族自治区[Ning2 xia4 Hui2 zu2 Zi4 zhi4 qu1]; 2. abbr. for Nanjing 南京[Nan2 jing1]; 3. surname Ning
寧	宁	寧	0	níng	1. peaceful; 2. to pacify; 3. to visit (one's parents etc); 4. variant of 寧|宁[ning2]
宇	宇	宇	0	yǔ	1. room; 2. universe
宗	宗	宗	0	zōng	1. surname Zong
宗	宗	宗	0	zōng	1. school; 2. sect; 3. purpose; 4. model; 5. ancestor; 6. clan; 7. to take as one's model (in academic or artistic work); 8. classifier for batches, items, cases (medical or legal), reservoirs
宜	宜	宜	0	yí	1. surname Yi
宜	宜	宜	0	yí	1. proper; 2. should; 3. suitable; 4. appropriate
客	客	客	0	kè	1. customer; visitor; guest; 2. classifier for servings or portions (when ordering food)
宣	宣	宣	0	xuān	1. surname Xuan
宣	宣	宣	0	xuān	1. to declare (publicly); 2. to announce
室	室	室	0	shì	1. surname Shi
室	室	室	0	shì	1. room; 2. work unit; 3. grave; 4. scabbard; 5. family or clan; 6. one of the 28 constellations of Chinese astronomy
宰	宰	宰	0	zǎi	1. to slaughter; to butcher; to kill (animals etc); 2. (coll.) to fleece; to rip off; to overcharge; 3. (bound form) to govern; to rule; 4. (bound form) (a title for certain government officials in ancient China)
容	容	容	0	róng	1. surname Rong
容	容	容	0	róng	1. to hold; 2. to contain; 3. to allow; 4. to tolerate; 5. appearance; 6. look; 7. countenance
賓	宾	賓	0	bīn	1. visitor; 2. guest; 3. object (in grammar)
富	富	富	0	fù	1. surname Fu
富	富	富	0	fù	1. rich; 2. abundant; 3. wealthy
察	察	察	0	chá	1. short name for Chahar Province 察哈爾|察哈尔[Cha2 ha1 er3]
察	察	察	0	chá	1. to examine; 2. to inquire; 3. to observe; 4. to inspect; 5. to look into; 6. obvious; 7. clearly evident; 8. variant of 察[cha2]
寥	寥	寥	0	liáo	1. empty; 2. lonesome; 3. very few
寧	宁	寧	0	níng	1. peaceful; 2. to pacify; 3. to visit (one's parents etc)
寧	宁	寧	0	nìng	1. would rather; 2. to prefer; 3. how (emphatic); 4. Taiwan pr. [ning2]
尋	寻	尋	0	xún	1. to search; 2. to look for; 3. to seek
導	导	導	0	dǎo	1. to transmit; 2. to lead; 3. to guide; 4. to conduct; 5. to direct
䠶	射	䠶	0	shè	1. old variant of 射[she4]; 2. to shoot; 3. to launch; 4. to allude to; 5. radio- (chemistry)
尒	尔	尒	0	ěr	1. variant of 爾|尔[er3]; 2. thus; 3. so; 4. like that; 5. you; 6. thou
尤	尤	尤	0	yóu	1. surname You
尤	尤	尤	0	yóu	1. outstanding; 2. particularly, especially; 3. a fault; 4. to express discontentment against
尼	尼	尼	0	ní	1. Buddhist nun; 2. (often used in phonetic spellings)
侷	局	侷	0	jú	1. narrow; 2. office; 3. situation; 4. classifier for games: match, set, round etc; 5. cramped; narrow
屈	屈	屈	0	qū	1. surname Qu
屈	屈	屈	0	qū	1. bent; 2. to feel wronged
屬	属	屬	0	shǔ	1. category; 2. genus (taxonomy); 3. family members; 4. dependents; 5. to belong to; 6. subordinate to; 7. affiliated with; 8. be born in the year of (one of the 12 animals); 9. to be; 10. to prove to be; 11. to constitute
屬	属	屬	0	zhǔ	1. to join together; 2. to fix one's attention on; 3. to concentrate on
屠	屠	屠	0	tú	1. surname Tu
屠	屠	屠	0	tú	1. to slaughter (animals for food); 2. to massacre
嶼	屿	嶼	0	yǔ	1. islet
岔	岔	岔	0	chà	1. fork in road; 2. bifurcation; 3. branch in road, river, mountain range etc; 4. to branch off; 5. to turn off; 6. to diverge; 7. to stray (from the path); 8. to change the subject; 9. to interrupt; 10. to stagger (times)
㠀	岛	㠀	0	dǎo	1. variant of 島|岛[dao3]; 2. island
㟁	岸	㟁	0	àn	1. variant of 岸[an4]; 2. bank; shore; beach; coast
峽	峡	峽	0	xiá	1. gorge
峨	峨	峨	0	é	1. lofty; 2. name of a mountain; 3. variant of 峨[e2]
島	岛	島	0	dǎo	1. island
崇	崇	崇	0	chóng	1. surname Chong
崇	崇	崇	0	chóng	1. high; 2. sublime; 3. lofty; 4. to esteem; 5. to worship
州	州	州	0	zhōu	1. prefecture; 2. (old) province; 3. (old) administrative division; 4. state (e.g. of US); 5. oblast (Russia); 6. canton (Switzerland)
巢	巢	巢	0	cháo	1. surname Chao
巢	巢	巢	0	cháo	1. nest
工	工	工	0	gōng	1. work; 2. worker; 3. skill; 4. profession; 5. trade; 6. craft; 7. labor
巾	巾	巾	0	jīn	1. towel; 2. general purpose cloth; 3. women's headcovering (old); 4. Kangxi radical 50
㠶	帆	㠶	0	fān	1. variant of 帆[fan1]; 2. sail; 3. Taiwan pr. [fan2], except 帆布[fan1 bu4] canvas; 4. to gallop; 5. Taiwan pr. [fan2]
希	希	希	0	xī	1. to hope; 2. to admire; 3. variant of 稀[xi1]
帳	帐	帳	0	zhàng	1. (bound form) curtain; tent; canopy; 2. variant of 賬|账[zhang4]
帝	帝	帝	0	dì	1. (bound form) emperor; sovereign; supreme deity
倖	幸	倖	0	xìng	1. trusted; 2. intimate; 3. (of the emperor) to visit; 4. variant of 幸[xing4]; 5. fortunate; 6. lucky
幸	幸	幸	0	xìng	1. surname Xing
幻	幻	幻	0	huàn	1. fantasy
庄	庄	庄	0	zhuāng	1. variant of 莊|庄[zhuang1]; 2. farmstead; 3. village; 4. manor; 5. place of business; 6. banker (in a gambling game); 7. grave or solemn; 8. holdings of a landlord (in imperial China)
莊	庄	莊	0	zhuāng	1. surname Zhuang
慶	庆	慶	0	qìng	1. to celebrate
序	序	序	0	xù	1. (bound form) order; sequence; 2. (bound form) introductory; initial; 3. preface
龐	庞	龐	0	páng	1. surname Pang
龐	庞	龐	0	páng	1. (bound form) huge; 2. (bound form) numerous and disordered; 3. (bound form) face
庭	庭	庭	0	tíng	1. main hall; 2. front courtyard; 3. law court
康	康	康	0	kāng	1. surname Kang
康	康	康	0	kāng	1. healthy; 2. peaceful; 3. abundant
廁	厕	廁	0	cè	1. (bound form) restroom; toilet; lavatory; 2. (literary) to be mingled with; to be involved in
廓	廓	廓	0	kuò	1. (bound form) extensive; vast; 2. (bound form) outline; general shape; 3. (bound form) to expand; to extend
廝	厮	廝	0	sī	1. (bound form) together; each other; 2. (bound form) male servant; 3. (bound form) dude; so-and-so (used in 那廝|那厮[na4 si1] and 這廝|这厮[zhe4 si1])
廷	廷	廷	0	tíng	1. palace courtyard
建	建	建	0	jiàn	1. to establish; 2. to found; 3. to set up; 4. to build; 5. to construct
異	异	異	0	yì	1. different; 2. other; 3. hetero-; 4. unusual; 5. strange; 6. surprising; 7. to distinguish; 8. to separate; 9. to discriminate
棄	弃	棄	0	qì	1. to abandon; 2. to relinquish; 3. to discard; 4. to throw away
引	引	引	0	yǐn	1. to draw (e.g. a bow); 2. to pull; 3. to stretch sth; 4. to extend; 5. to lengthen; 6. to involve or implicate in; 7. to attract; 8. to lead; 9. to guide; 10. to leave; 11. to provide evidence or justification for; 12. old unit of distance equal to 10 丈[zhang4], one-thirtieth of a km or 33.33 meters
弟	弟	弟	0	dì	1. younger brother; 2. junior male; 3. I (modest word in letter)
弟	弟	弟	0	tì	1. variant of 悌[ti4]
彌	弥	彌	0	mí	1. full; 2. to fill; 3. completely; 4. more; 5. brimming or overflowing
彌	弥	彌	0	mí	1. full; 2. to fill; 3. completely; 4. more
彔	录	彔	0	lù	1. to carve wood; 2. diary; 3. record; 4. to hit; 5. to copy
錄	录	錄	0	lù	1. surname Lu
彩	彩	彩	0	cǎi	1. (bright) color; 2. variety; 3. applause; 4. applaud; 5. lottery prize
徹	彻	徹	0	chè	1. thorough; 2. penetrating; 3. to pervade; 4. to pass through
彼	彼	彼	0	bǐ	1. that; 2. those; 3. (one) another
征	征	征	0	zhēng	1. journey; 2. trip; 3. expedition; 4. to go on long campaign; 5. to attack; 6. to invite; 7. to recruit; 8. to levy (taxes); 9. to draft (troops); 10. phenomenon; 11. symptom; 12. characteristic sign (used as proof)
徑	径	徑	0	jìng	1. footpath; path; track; (fig.) a way; a means; 2. directly; straight; 3. diameter; 4. footpath; path; track; (fig.) a way; a means (variant of 徑|径[jing4]); 5. directly; straight (variant of 徑|径[jing4])
徊	徊	徊	0	huái	1. used in 徘徊[pai2 huai2]
律	律	律	0	lǜ	1. surname Lü
律	律	律	0	lǜ	1. law
徑	径	徑	0	jìng	1. footpath; path; track; (fig.) a way; a means; 2. directly; straight; 3. diameter
徘	徘	徘	0	pái	1. used in 徘徊[pai2 huai2]
循	循	循	0	xún	1. (bound form) to follow; to act in accordance with
徵	征	徵	0	zhēng	1. to invite; 2. to recruit; 3. to levy (taxes); 4. to draft (troops); 5. phenomenon; 6. symptom; 7. characteristic sign (used as proof); 8. evidence
徵	徵	徵	0	zhǐ	1. 4th note in the ancient Chinese pentatonic scale 五音[wu3 yin1], corresponding to sol
必	必	必	0	bì	1. certainly; 2. must; 3. will; 4. necessarily
憶	忆	憶	0	yì	1. to recollect; 2. to remember; 3. memory
忌	忌	忌	0	jì	1. to be jealous of; 2. fear; 3. dread; 4. scruple; 5. to avoid or abstain from; 6. to quit; 7. to give up sth
志	志	志	0	zhì	1. aspiration; 2. ambition; 3. the will; 4. sign; 5. mark; 6. to record; 7. to write a footnote
忽	忽	忽	0	hū	1. surname Hu
忽	忽	忽	0	hū	1. to neglect; 2. to overlook; 3. to ignore; 4. suddenly
懷	怀	懷	0	huái	1. surname Huai
懷	怀	懷	0	huái	1. bosom; 2. heart; 3. mind; 4. to think of; 5. to harbor in one's mind; 6. to conceive (a child)
怎	怎	怎	0	zěn	1. how
憐	怜	憐	0	lián	1. to pity
恆	恒	恆	0	héng	1. surname Heng
恆	恒	恆	0	héng	1. permanent; 2. constant; 3. fixed; 4. usual; 5. ordinary; 6. rule (old); 7. one of the 64 hexagrams of the Book of Changes (䷟)
戀	恋	戀	0	liàn	1. to feel attached to; 2. to long for; 3. to love
恆	恒	恆	0	héng	1. permanent; 2. constant; 3. fixed; 4. usual; 5. ordinary; 6. rule (old); 7. one of the 64 hexagrams of the Book of Changes (䷟); 8. variant of 恆|恒[heng2]
恢	恢	恢	0	huī	1. (bound form) vast; expansive; 2. (bound form) to restore; to recover
恰	恰	恰	0	qià	1. exactly; 2. just
憫	悯	憫	0	mǐn	1. to sympathize; to pity; to feel compassion for; 2. (literary) to feel sorrow; to be grieved
惕	惕	惕	0	tì	1. fearful; 2. respectful
惜	惜	惜	0	xī	1. to cherish; 2. to begrudge; 3. to pity; 4. Taiwan pr. [xi2]
惠	惠	惠	0	huì	1. surname Hui
惠	惠	惠	0	huì	1. (bound form) act of kindness (from a superior); 2. (honorific prefix) kind (as in 惠顧|惠顾[hui4 gu4])
懼	惧	懼	0	jù	1. to fear
懲	惩	懲	0	chéng	1. to punish; 2. to reprimand; 3. to warn
慣	惯	慣	0	guàn	1. accustomed to; 2. used to; 3. indulge; 4. to spoil (a child)
愚	愚	愚	0	yú	1. to be stupid; 2. to cheat or deceive; 3. me or I (modest)
憤	愤	憤	0	fèn	1. indignant; 2. anger; 3. resentment
愿	愿	愿	0	yuàn	1. honest and prudent; 2. variant of 願|愿[yuan4]; 3. (bound form) wish; hope; desire; 4. to be willing; 5. to wish (that sth may happen); may ...; 6. vow; pledge
慈	慈	慈	0	cí	1. compassionate; 2. gentle; 3. merciful; 4. kind; 5. humane
慕	慕	慕	0	mù	1. to admire
慮	虑	慮	0	lǜ	1. to think over; 2. to consider; 3. anxiety
懊	懊	懊	0	ào	1. to regret
懦	懦	懦	0	nuò	1. (bound form) cowardly; faint-hearted
戰	战	戰	0	zhàn	1. to fight; 2. fight; 3. war; 4. battle
慼	戚	慼	0	qī	1. variant of 戚[qi1]; 2. grief; 3. sorrow; 4. variant of 慼|戚[qi1]; 5. (bound form) relatives; kin; 6. (bound form) grief; sorrow; 7. (old) battle-axe
戚	戚	戚	0	qī	1. surname Qi
扁	扁	扁	0	piān	1. surname Pian
扁	扁	扁	0	biǎn	1. flat; 2. (coll.) to beat (sb) up; 3. old variant of 匾[bian3]
扁	扁	扁	0	piān	1. (bound form) small
揚	扬	揚	0	yáng	1. abbr. for Yangzhou 揚州|扬州[Yang2 zhou1] in Jiangsu; 2. surname Yang
揚	扬	揚	0	yáng	1. to raise; 2. to hoist; 3. the action of tossing or winnowing; 4. scattering (in the wind); 5. to flutter; 6. to propagate; 7. variant of 揚|扬[yang2]
扭	扭	扭	0	niǔ	1. to turn; 2. to twist; 3. to wring; 4. to sprain; 5. to swing one's hips
擾	扰	擾	0	rǎo	1. to disturb
技	技	技	0	jì	1. skill
抑	抑	抑	0	yì	1. to restrain; 2. to restrict; 3. to keep down; 4. or
抖	抖	抖	0	dǒu	1. to tremble; 2. to shake out; 3. to reveal; 4. to make it in the world
抗	抗	抗	0	kàng	1. to resist; 2. to fight; 3. to defy; 4. anti-
護	护	護	0	hù	1. to protect
披	披	披	0	pī	1. to drape over one's shoulders; 2. to open; 3. to unroll; 4. to split open; 5. to spread out
抵	抵	抵	0	dǐ	1. to press against; to support; to prop up; 2. to resist; to withstand; 3. to be equal to; to match; 4. to balance; to offset; 5. to mortgage; 6. to make up for; to compensate for; 7. to arrive at; to reach; 8. to clap (one's hands) lightly (expressing delight) (Taiwan pr. [zhi3])
擔	担	擔	0	dān	1. to undertake; 2. to carry; 3. to shoulder; 4. to take responsibility
擔	担	擔	0	dàn	1. picul (100 catties, 50 kg); 2. two buckets full; 3. carrying pole and its load; 4. classifier for loads carried on a shoulder pole
拐	拐	拐	0	guǎi	1. to turn (a corner etc); 2. to kidnap; 3. to swindle; 4. to misappropriate; 5. seven (used as a substitute for 七[qi1]); 6. variant of 枴|拐[guai3]; 7. cane; 8. walking stick; 9. crutch; 10. old man's staff
拒	拒	拒	0	jù	1. to resist; 2. to repel; 3. to refuse
擇	择	擇	0	zé	1. to select; 2. to choose; 3. to pick over; 4. to pick out; 5. to differentiate; 6. to eliminate; 7. also pr. [zhai2]
括	括	括	0	kuò	1. (bound form) to tie up; to tighten up; 2. (bound form) to include; to comprise; 3. to put (text) in brackets; 4. Taiwan pr. [gua1]
拼	拼	拼	0	pīn	1. to piece together; to put together; 2. to pool (resources etc); to share; 3. to risk all; to go all out; 4. to spell (words)
拾	拾	拾	0	shè	1. to ascend in light steps
拾	拾	拾	0	shí	1. to pick up; 2. to collate or arrange; 3. ten (banker's anti-fraud numeral)
撓	挠	撓	0	náo	1. to scratch; 2. to thwart; 3. to yield
揮	挥	揮	0	huī	1. to wave; 2. to brandish; 3. to command; 4. to conduct; 5. to scatter; 6. to disperse
挨	挨	挨	0	āi	1. in order; in sequence; 2. close to; adjacent to
挨	挨	挨	0	ái	1. to suffer; to endure; 2. to pull through (hard times); 3. to delay; to stall; to play for time; to dawdle
搗	捣	搗	0	dǎo	1. to pound; 2. to beat; 3. to hull; 4. to attack; 5. to disturb; 6. to stir
㨗	捷	㨗	0	jié	1. variant of 捷[jie2]; 2. quick; 3. nimble; 4. victory; 5. triumph; 6. prompt
捷	捷	捷	0	jié	1. Czech; 2. Czech Republic; 3. abbr. for 捷克[Jie2 ke4]
探	探	探	0	tàn	1. to explore; 2. to search out; 3. to scout; 4. to visit; 5. to stretch forward
掰	掰	掰	0	bāi	1. to break off or break open sth with one's hands; 2. (fig.) to break off (a relationship)
揚	扬	揚	0	yáng	1. to raise; 2. to hoist; 3. the action of tossing or winnowing; 4. scattering (in the wind); 5. to flutter; 6. to propagate
揪	揪	揪	0	jiū	1. to seize; 2. to clutch; 3. to grab firmly and pull
揭	揭	揭	0	jiē	1. surname Jie
揭	揭	揭	0	jiē	1. to take the lid off; 2. to expose; 3. to unmask
攪	搅	攪	0	jiǎo	1. to disturb; 2. to annoy; 3. to mix; 4. to stir
搖	摇	搖	0	yáo	1. surname Yao
搖	摇	搖	0	yáo	1. to shake; 2. to rock; 3. to row; 4. to crank
搭	搭	搭	0	dā	1. to put up; 2. to build (scaffolding); 3. to hang (clothes on a pole); 4. to connect; 5. to join; 6. to arrange in pairs; 7. to match; 8. to add; 9. to throw in (resources); 10. to take (boat, train); 11. variant of 褡[da1]
㩗	携	㩗	0	xié	1. old variant of 攜|携[xie2]; 2. to carry; 3. to take along; 4. to bring along; 5. to hold (hands); 6. also pr. [xi1]
攤	摊	攤	0	tān	1. to spread out; 2. vendor's stand
摩	摩	摩	0	mā	1. used in 摩挲[ma1 sa5]
摩	摩	摩	0	mó	1. to rub
撤	撤	撤	0	chè	1. to remove; to take away
播	播	播	0	bō	1. (bound form) to sow (seeds); to spread (ideas, rumors etc); to broadcast (radio signals etc); 2. Taiwan pr. [bo4]
撡	操	撡	0	cāo	1. old variant of 操[cao1]; 2. to grasp; 3. to hold; 4. to operate; 5. to manage; 6. to control; 7. to steer; 8. to exercise; 9. to drill (practice); 10. to play; 11. to speak (a language)
操	操	操	0	cào	1. variant of 肏[cao4]
擦	擦	擦	0	cā	1. to rub; to scratch; 2. to wipe; to polish; 3. to apply (lipstick, lotion etc); 4. to brush (past); 5. to shred (a vegetable etc)
攜	携	攜	0	xié	1. to carry; 2. to take along; 3. to bring along; 4. to hold (hands); 5. also pr. [xi1]
政	政	政	0	zhèng	1. political; 2. politics; 3. government
故	故	故	0	gù	1. happening; 2. instance; 3. reason; 4. cause; 5. intentional; 6. former; 7. old; 8. friend; 9. therefore; 10. hence; 11. (of people) to die, dead
俲	效	俲	0	xiào	1. variant of 傚|效[xiao4]; 2. to imitate (variant of 效[xiao4]); 3. variant of 效[xiao4]; 4. effect; 5. efficacy; 6. to imitate
敏	敏	敏	0	mǐn	1. (bound form) quick; nimble; agile; 2. (bound form) quick-witted; smart
捄	救	捄	0	jiù	1. variant of 救[jiu4]; 2. to save; 3. to assist; 4. to rescue
敗	败	敗	0	bài	1. to defeat; 2. to damage; 3. to lose (to an opponent); 4. to fail; 5. to wither
敞	敞	敞	0	chǎng	1. open to the view of all; 2. spacious; 3. to open wide; 4. to disclose
敬	敬	敬	0	jìng	1. (bound form) respectful; to respect; 2. to offer politely
敲	敲	敲	0	qiāo	1. to hit; 2. to strike; 3. to tap; 4. to rap; 5. to knock; 6. to rip sb off; 7. to overcharge
文	文	文	0	wén	1. surname Wen
文	文	文	0	wén	1. language; 2. culture; 3. writing; 4. formal; 5. literary; 6. gentle; 7. (old) classifier for coins; 8. Kangxi radical 67
亝	斋	亝	0	zhāi	1. old variant of 齋|斋[zhai1]; 2. to fast or abstain from meat, wine etc; 3. vegetarian diet; 4. study room; 5. building; 6. to give alms (to a monk)
斥	斥	斥	0	chì	1. to blame; 2. to reprove; 3. to reprimand; 4. to expel; 5. to oust; 6. to reconnoiter; 7. (of territory) to expand; 8. saline marsh
斯	斯	斯	0	sī	1. Slovakia; 2. Slovak; 3. abbr. for 斯洛伐克[Si1 luo4 fa2 ke4]
斯	斯	斯	0	sī	1. (phonetic); 2. this
施	施	施	0	shī	1. surname Shi
施	施	施	0	shī	1. (bound form) to put into effect (regulations etc); 2. to distribute (alms etc); 3. to apply (fertilizer etc)
旁	旁	旁	0	páng	1. one side; 2. other; 3. different; 4. lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)
族	族	族	0	zú	1. race; 2. nationality; 3. ethnicity; 4. clan; 5. by extension, social group (e.g. office workers 上班族)
旂	旗	旂	0	qí	1. flag; 2. variant of 旗[qi2]; 3. banner; 4. (in Qing times) Manchu (cf. 八旗[Ba1 qi2]); 5. administrative subdivision in inner Mongolia equivalent to 縣|县[xian4] county
旦	旦	旦	0	dàn	1. (literary) dawn; daybreak; 2. dan, female role in Chinese opera (traditionally played by specialized male actors)
崐	昆	崐	0	kūn	1. variant of 崑|昆[kun1]; 2. used in place names, notably Kunlun Mountains 崑崙|昆仑[Kun1 lun2]; 3. (also used for transliteration); 4. descendant; 5. elder brother; 6. a style of Chinese poetry
昌	昌	昌	0	chāng	1. surname Chang
昌	昌	昌	0	chāng	1. (bound form) prosperous; flourishing
星	星	星	0	xīng	1. star; 2. heavenly body; 3. satellite; 4. small amount
旾	春	旾	0	chūn	1. old variant of 春[chun1]; 2. spring (season); 3. gay; 4. joyful; 5. youthful; 6. love; 7. lust; 8. life
春	春	春	0	chūn	1. surname Chun
昧	昧	昧	0	mèi	1. to conceal; 2. dark
昨	昨	昨	0	zuó	1. yesterday
暈	晕	暈	0	yūn	1. confused; 2. dizzy; 3. giddy; 4. to faint; 5. to swoon; 6. to lose consciousness; 7. to pass out
暈	晕	暈	0	yùn	1. dizzy; 2. halo; 3. ring around moon or sun
晨	晨	晨	0	chén	1. morning; 2. dawn; 3. daybreak
普	普	普	0	pǔ	1. general; 2. popular; 3. everywhere; 4. universal
景	景	景	0	jǐng	1. surname Jing
景	景	景	0	jǐng	1. (bound form) scenery; 2. circumstance; 3. situation; 4. scene (of a play); 5. (literary) sunlight
暫	暂	暫	0	zàn	1. temporary; 2. Taiwan pr. [zhan4]; 3. to scurry; 4. variant of 暫|暂[zan4]
暫	暂	暫	0	zàn	1. temporary; 2. Taiwan pr. [zhan4]
曝	曝	曝	0	bào	1. used in 曝光[bao4 guang1]; 2. Taiwan pr. [pu4]
曝	曝	曝	0	pù	1. to air; 2. to sun
曹	曹	曹	0	cáo	1. surname Cao; 2. Zhou Dynasty vassal state
曹	曹	曹	0	cáo	1. class or grade; 2. generation; 3. plaintiff and defendant (old); 4. government department (old)
朋	朋	朋	0	péng	1. friend
朱	朱	朱	0	zhū	1. surname Zhu
朱	朱	朱	0	zhū	1. vermilion; 2. (bound form) cinnabar
朴	朴	朴	0	piáo	1. surname Piao; 2. Korean surname (Park, Pak or Bak); 3. also pr. [Pu2]
朴	朴	朴	0	pō	1. used in 朴刀[po1 dao1]
朴	朴	朴	0	pò	1. Celtis sinensis var. japonica
樸	朴	樸	0	pǔ	1. (bound form) plain; simple; 2. Taiwan pr. [pu2]
權	权	權	0	quán	1. surname Quan
權	权	權	0	quán	1. authority; 2. power; 3. right; 4. (literary) to weigh; 5. expedient; 6. temporary
杜	杜	杜	0	dù	1. surname Du
杜	杜	杜	0	dù	1. birchleaf pear (tree); 2. to stop; 3. to prevent; 4. to restrict
楊	杨	楊	0	yáng	1. surname Yang
楊	杨	楊	0	yáng	1. poplar
傑	杰	傑	0	jié	1. (bound form) hero; 2. heroic; 3. outstanding person; 4. prominent; 5. distinguished; 6. variant of 傑|杰[jie2]
松	松	松	0	sōng	1. surname Song
松	松	松	0	sōng	1. pine; 2. loose; 3. to loosen; 4. to relax; 5. floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)
板	板	板	0	bǎn	1. board; 2. plank; 3. plate; 4. shutter; 5. table tennis bat; 6. clappers (music); 7. accented beat in Chinese music; 8. hard; 9. stiff; 10. to stop smiling or look serious; 11. used in 老闆|老板[lao3 ban3]
闆	板	闆	0	pàn	1. to catch sight of in a doorway (old)
析	析	析	0	xī	1. to separate; 2. to divide; 3. to analyze
枯	枯	枯	0	kū	1. (of plants) withered; 2. (of wells, rivers etc) dried up; 3. (bound form) dull; boring; 4. (bound form) residue of pressed oilseeds
柴	柴	柴	0	chái	1. surname Chai
柴	柴	柴	0	chái	1. firewood; 2. lean (of meat); 3. thin (of a person)
標	标	標	0	biāo	1. mark; 2. sign; 3. label; 4. to mark with a symbol, label, lettering etc; 5. to bear (a brand name, registration number etc); 6. prize; 7. award; 8. bid; 9. target; 10. quota; 11. (old) the topmost branches of a tree; 12. visible symptom
栓	栓	栓	0	shuān	1. bottle stopper; 2. plug; 3. (gun) bolt; 4. (grenade) pin
校	校	校	0	jiào	1. to check; to collate; to proofread
校	校	校	0	xiào	1. (bound form) school; college; 2. (bound form) (military) field officer
核	核	核	0	hé	1. pit; 2. stone; 3. nucleus; 4. nuclear; 5. to examine; 6. to check; 7. to verify; 8. variant of 核[he2]; 9. to investigate
桃	桃	桃	0	táo	1. peach
框	框	框	0	kuàng	1. frame (e.g. door frame); 2. casing; 3. fig. framework; 4. template; 5. to circle (i.e. draw a circle around sth); 6. to frame; 7. to restrict; 8. Taiwan pr. [kuang1]
案	案	案	0	àn	1. (legal) case; 2. incident; 3. record; 4. file; 5. table
桌	桌	桌	0	zhuō	1. table; 2. desk; 3. classifier for tables of guests at a banquet etc; 4. old variant of 桌[zhuo1]
梢	梢	梢	0	shāo	1. tip of branch
梯	梯	梯	0	tī	1. (bound form) ladder; stairs
